customer_id,fee_waiver,rm_call,complaint_escalation,rate_offer,do_nothing,drift_state,service_shock
C10066,0.14051551266031448,0.5449538920826478,0.6086712200312452,0.17212648427624416,0.07510646771341477,stable,0
C10067,0.1727936879721628,0.058441520724650045,0.5459839565554202,0.4423360400629992,0.08461300341123021,stable,0
C10068,0.15423088262819187,0.2044865428299106,0.5753176427536283,0.1689525339794453,0.12494712696684028,stable,0
C10069,0.2569003197320862,0.4303893052094129,0.12134375800693821,0.06576682103562398,0.028872829790669657,stable,0
C10070,0.061358340097687716,0.1321826930835006,0.4288556607934527,0.13609189429919477,0.1399503369729866,stable,0
C10071,0.23215250387484387,0.5344545837825607,0.0748461287870246,0.46030656606867687,0.2590205057342467,stable,0
C10072,0.17989776933398594,0.24453734022107043,0.5043975990929875,0.42022707082113697,0.12661374075481205,stable,1
C10073,0.294195387773058,0.17426072135848195,0.5667337640326051,0.16238693741701515,0.19670817172865998,declining,0
C10074,0.5132578636291576,0.3531778512718733,0.5411899406276334,0.32408116510097956,0.14219854607394655,declining,0
C10075,0.23044399300263702,0.5228337436196548,0.3953161837449986,0.42053338851970556,0.06628035714189906,stable,0
C10076,0.07727281496647247,0.5454612583783939,0.13536931674375532,0.39099711659311387,0.1717065575935458,declining,0
C10077,0.4624242171802667,0.01,0.5181040815254776,0.34027750777694815,0.10485011212731463,declining,1
C10078,0.5070665565994363,0.5142156894651849,0.5662448440687513,0.020848352870376147,0.2675852858169854,stable,0
C10079,0.5003083531059827,0.16569129578551411,0.49737923386109417,0.3595690328975445,0.162639998817596,stable,0
C10080,0.36667318847977914,0.19812675628625445,0.4770237647573967,0.35444095685516847,0.1470726711327882,stable,0
C10081,0.11295167612771886,0.2794749978630982,0.5004109287219777,0.12790240078133694,0.056479384825144544,stable,0
C10082,0.4314921798962529,0.5428857522493424,0.6397426809826903,0.33427924626696437,0.17704333466603692,stable,0
C10083,0.16836332450596797,0.48219698986004544,0.5949917076917346,0.143705681466345,0.10644684353157711,declining,0
C10084,0.35936833208890795,0.1669278153786073,0.4190408703050745,0.2151867434927591,0.17486640965478623,improving,0
C10085,0.22457266544796378,0.5013322020308524,0.12849940073120633,0.7135621930357685,0.15772130211887497,declining,0
C10086,0.16422499429519066,0.5040687073608524,0.4549368338042221,0.5755927607527581,0.07657148070220349,declining,1
C10087,0.48245236718115897,0.3247281456552552,0.2567215692483908,0.47248430738767927,0.09507585599161616,stable,0
C10088,0.44773720529146444,0.43015414440550925,0.16646808236623803,0.600907890091135,0.1272179377208634,stable,0
C10089,0.34012405544701946,0.5407076760439111,0.20493139832491813,0.3269977621663279,0.029207935461497497,stable,0
C10090,0.7044665548288592,0.5221029380220089,0.1751136119524428,0.4875083883972723,0.0946819497845324,stable,0
C10091,0.1163897204848014,0.14427384255799802,0.21979006815707103,0.2558372979689987,0.25613177232729717,improving,0
C10092,0.06299276221821788,0.5736348804268474,0.23651318043926264,0.19704299256955263,0.1245302941591665,stable,0
C10093,0.7305127605820745,0.5038129338076921,0.20860402450128634,0.12946173476214465,0.1426649489136582,stable,0
C10094,0.4368445380953556,0.5322920804113422,0.44580099761579817,0.5006191786846733,0.2174903190846042,declining,0
C10095,0.33984594759827746,0.047270976482563995,0.15220303600797966,0.3911807942887751,0.11623395024886365,stable,0
C10096,0.23743026703974746,0.1309302284730753,0.5232701100620657,0.39689225179697524,0.057718211742641384,stable,0
C10097,0.5609449129993174,0.17173867710097349,0.4550255959502345,0.08569727818420995,0.1369529478759913,declining,1
C10098,0.22034953554392153,0.5303112724522268,0.5088220170437474,0.6491956348976632,0.2541157535964551,stable,1
C10099,0.0813124605696192,0.15735062208640008,0.1242562891158907,0.11479642983242963,0.10302721958065728,stable,0
C10100,0.594029915858093,0.47847027018477245,0.1353254401457833,0.7169946908756667,0.11998628114153752,stable,0
C10101,0.3640554349163455,0.3552632585840876,0.4371945222278887,0.25392670876923146,0.11296070346957512,improving,1
C10102,0.21430810149555432,0.16486157375967314,0.039842565541968106,0.154086553779343,0.1674135182769844,stable,0
C10103,0.7084052446218404,0.1681788394628007,0.24097314243336831,0.1837909867874003,0.1929785038218883,stable,0
C10104,0.5912670622399074,0.10536060714823174,0.08599549252673824,0.36934596464827485,0.059209068362120434,stable,0
C10105,0.2677812668329229,0.16827816679346744,0.12604833738283153,0.21025494557497526,0.1338980347346836,stable,0
C10106,0.2951906735730727,0.17463895049735875,0.185310268702467,0.20020590132879207,0.22249284553464066,stable,0
C10107,0.16939821787735496,0.1623176422800088,0.21808784444375484,0.23426425376264992,0.0626633611691475,stable,0
C10108,0.15837156063398905,0.23818788307680988,0.4170026020761412,0.17046890622743532,0.19941210733215894,declining,0
C10109,0.4584794009980665,0.10316005197388901,0.47746017537236823,0.14712139304528082,0.08787623612436866,declining,0
C10110,0.47839585388048017,0.4127309375686406,0.6108059150009051,0.3205053567650943,0.21843499913371933,stable,1
C10111,0.1945169929716458,0.30583486530482623,0.5946069830447853,0.39707752774212024,0.12285752898154319,declining,1
C10112,0.6307615275525569,0.21069395682665462,0.16464760758341423,0.09728873932032242,0.21882789745268755,stable,0
C10113,0.5478577792618589,0.5218055139732845,0.1042752582087281,0.28777180775358857,0.19126771516730873,stable,0
C10114,0.12742820140767644,0.08322381614669448,0.15673580665145148,0.14943693604356564,0.20337169042923509,stable,0
C10115,0.45615635719817377,0.543936180039118,0.14353217157222,0.1054753832569488,0.03065522081410188,stable,0
C10116,0.5747016564894114,0.4913893161050866,0.5618084709079042,0.32348801406076844,0.2021076582573664,declining,0
C10117,0.20411116603728963,0.20036871071395185,0.039726668013086025,0.37945061164287297,0.31124647593340765,declining,0
C10118,0.3872422290282802,0.5079450922121861,0.42731082659457614,0.5070482115713466,0.1853930100767486,declining,0
C10119,0.5582919621501494,0.4750313882784674,0.1484657829991353,0.32538795837083906,0.17506768675001486,stable,0
C10120,0.14210576850450618,0.5895302893298522,0.1117330908710528,0.13049718535310267,0.09012798128123106,improving,0
C10121,0.41428892929604405,0.5005772264269375,0.14650895040088557,0.17153909430154368,0.10656373189049852,stable,0
C10122,0.3950890713912244,0.1095245734664848,0.4556738894914871,0.12436165230953881,0.11448969693298344,stable,0
C10123,0.33979183709979266,0.11982052044050599,0.5075034070201784,0.3284926231078388,0.1505595626223654,stable,0
C10124,0.15217335962046746,0.2270036320789539,0.10443552381672871,0.09987346123879598,0.13425971886546753,stable,0
C10125,0.1696626209086048,0.12788211835354926,0.5534534319731679,0.22580443139616885,0.10524992778164458,stable,0
C10126,0.7455446844899837,0.13824578169169996,0.5072906570857899,0.18052651954740162,0.17963829767174186,stable,1
C10127,0.40124677265225966,0.033461390876838915,0.1467065808862334,0.3550366623981668,0.20802767785703252,stable,0
C10128,0.229562610538467,0.2642507105236995,0.2256335983392156,0.3439278550367029,0.19682950876366298,stable,0
C10129,0.6469965136687406,0.42477645872097625,0.40533005063511995,0.43769561475452096,0.07789692423152589,declining,0
C10130,0.42068691027925553,0.46016383167796837,0.17935850729022507,0.31505090605454117,0.08189539944161817,improving,0
C10131,0.36406448667061353,0.5147260227804185,0.12489130105447521,0.398627010766999,0.23985141859188075,stable,0
C10132,0.11005147482948074,0.1624245993587362,0.10302701969552946,0.1644521601636571,0.1114453060736914,stable,0
C10133,0.24594715222171054,0.1486031125308425,0.5362088099990951,0.3062717792502177,0.1017205648213704,stable,0
C10134,0.47063080108889954,0.17701115183798594,0.5213350247552702,0.3990384140388501,0.22660103606019727,stable,0
C10135,0.4058942493524643,0.18449930248965862,0.5402094459103136,0.23401279889003818,0.2210887715977549,stable,0
C10136,0.391956836827543,0.14843243904778916,0.11996585144421062,0.125197596215588,0.1877652148725042,stable,0
C10137,0.12047148300070035,0.48993320315737376,0.1747730516311861,0.22640437127410085,0.03835020052106164,stable,0
C10138,0.2594822681561456,0.05466589992084979,0.08966995746004337,0.2977703617856639,0.1283724766884418,stable,0
C10139,0.15280990369108552,0.5136475872829683,0.17985719887686014,0.35046250331500556,0.27758371499856005,stable,0
C10140,0.7323280750634493,0.4640924149291183,0.6898918978573919,0.3462899738121096,0.2069549712795959,stable,1
C10141,0.16455534139746913,0.14278890411270448,0.5574497120836197,0.14887115856460537,0.15378132017272592,stable,0
C10142,0.4789474882875836,0.17187631415633403,0.2176536007265419,0.35881903116524116,0.13968359429362365,improving,0
C10143,0.4994300266214275,0.4835553279824605,0.08912018052818393,0.3689518287093777,0.147654572631026,stable,0
C10144,0.5046452912709266,0.44631508342862697,0.15801367955527185,0.37928185711123896,0.14750284582900836,improving,0
C10145,0.4896650626770731,0.1400585492488066,0.15301884373309682,0.32253141050834827,0.14612503736240073,declining,0
C10146,0.4862490945317992,0.26617192995184036,0.5179080706898932,0.04075721424761676,0.07726619023716214,stable,1
C10147,0.38461101234133577,0.06212923252845458,0.09116553664779184,0.3377725369605921,0.13524848762201544,stable,0
C10148,0.22236112257946322,0.6236462888325488,0.08681788251689398,0.6501655658758362,0.146199078562546,improving,0
C10149,0.19222533791433874,0.08620501414434359,0.5670652407192971,0.03747746265492331,0.14166017974544207,stable,0
C10150,0.24563284005995192,0.6188519005771709,0.14627567547283807,0.14771029631027194,0.1801499774683678,stable,0
C10151,0.23477471476985173,0.07773600811667829,0.5697304349427746,0.16740000037908478,0.17872822528032056,stable,0
C10152,0.7058106498937168,0.08972366829949428,0.13114104930968076,0.4164795887685023,0.17359744748419623,stable,0
C10153,0.3538872094857439,0.1621382769926553,0.5481710559464449,0.2329723410725122,0.18386178646356632,stable,0
C10154,0.526789411159606,0.5565659988183702,0.669323974763531,0.2579733154931251,0.1390297409044525,improving,1
C10155,0.25200837317438934,0.13302400704301015,0.24533039549277902,0.0994492164003849,0.13892354593360187,stable,0
C10156,0.42479906774455944,0.39300708074790547,0.48959858347317575,0.3590626353392166,0.15761791266437247,stable,0
C10157,0.4663062801224031,0.16432087021402597,0.4689761411385987,0.35225087028576746,0.1653952634567336,stable,0
C10158,0.41297911271202925,0.523129826545644,0.5676236394318368,0.2485088860697965,0.043663850254092224,declining,0
C10159,0.3746733991944875,0.18434985566451328,0.13345935437660852,0.3527700344698552,0.048039170200761316,stable,0
C10160,0.24201993900176783,0.06215799886089468,0.037023244948052855,0.32871196183365525,0.13367689677718772,stable,0
C10161,0.4858591340415627,0.5943021521600975,0.5152871902486075,0.3270404126675485,0.20449433706908515,declining,1
C10162,0.5330665987116022,0.5071588482489315,0.7075677056231785,0.5409627620276766,0.15377962451537208,stable,0
C10163,0.4743486054381838,0.5506412613717635,0.18118061799374555,0.47723234961744826,0.1565265387524151,improving,0
C10164,0.15869246907256093,0.1738462255814865,0.35106062342738187,0.15914306924881422,0.0665591239365298,stable,0
C10165,0.3456916537855603,0.17652847261778037,0.54463350096331,0.5003468684946516,0.1683678210515912,stable,0
C10166,0.5166694860831478,0.6239092449000047,0.5318172876505873,0.487166330487644,0.1852670488218139,stable,1
C10167,0.10375730444686133,0.12415840299013876,0.15777339335952795,0.23073480730078505,0.1104656590120454,stable,0
C10168,0.19534111456057626,0.08348886110266954,0.1597338969943504,0.5919661015841401,0.10185168124754501,stable,0
C10169,0.5021764398843643,0.19824629956519152,0.48424736062708285,0.22573673459291166,0.2284951291038485,improving,0
C10170,0.09251933911412115,0.5008632539887048,0.4986042965326156,0.4204245945868636,0.15846777750699523,declining,0
C10171,0.4079920674532982,0.3192071643886711,0.13723879679021436,0.2845055314526607,0.1163672154853696,stable,0
C10172,0.19161906914341667,0.5419031193853137,0.197260317551613,0.040637232886060706,0.1639450391455678,improving,0
C10173,0.37539952571396706,0.48493232575068507,0.17153735351199995,0.5365378785258849,0.13235997642807004,stable,0
C10174,0.39271811963492836,0.26528957226875327,0.1338737097425599,0.3721061259240912,0.15149911383311354,declining,0
C10175,0.15447675515000164,0.23035128784346903,0.5437521918177146,0.33631042279121465,0.03457984691807654,stable,0
C10176,0.31591039186765335,0.18448810668449056,0.45837959552970026,0.35039943777903176,0.11771517484035889,declining,0
C10177,0.5083844464745096,0.20005127127505132,0.1251584608305961,0.18870016689852115,0.150445423254888,stable,0
C10178,0.25886301186971344,0.25415386146746877,0.11313120981124368,0.2946342467464945,0.18044910844145473,stable,0
C10179,0.3638392376147161,0.5681629928090735,0.10103938912406088,0.15272748698934596,0.22169761241698777,stable,0
C10180,0.19689726928451548,0.26679715199275533,0.16812884215593943,0.2617477235967065,0.11759192502282775,stable,0
C10181,0.13583576679700776,0.18070789603185305,0.06557222393476803,0.1541766723065389,0.2149121118231005,stable,0
C10182,0.8092570284724511,0.5184675626907657,0.43060451997235333,0.3283288157974529,0.2359824560540636,stable,0
C10183,0.6282527211089287,0.414473959052032,0.05674601332030303,0.664433710436531,0.1707797321220337,stable,0
C10184,0.2678905602764793,0.1776476591436346,0.11300384215138176,0.12675771937601996,0.26082130321471997,stable,0
C10185,0.13515975776992284,0.4970154958106972,0.22624171701588208,0.17844637355779094,0.058277143607546864,stable,0
C10186,0.16409398298553027,0.16888011144012274,0.5697597014891024,0.1356645886102348,0.13874720522011777,stable,0
C10187,0.4328928442841037,0.13067182317660317,0.20376883551238262,0.19547030146172928,0.1683092539010928,stable,0
C10188,0.26698399558809843,0.5458160029525118,0.01,0.09193324833128382,0.15566270105937227,improving,0
C10189,0.3788498278940639,0.1560915492920165,0.4993371239865001,0.36858231841316896,0.1188139423766371,stable,1
C10190,0.3373189806730098,0.23292254594411557,0.5798925462790324,0.41927960212051024,0.11455344457935301,declining,0
C10191,0.39137431404712253,0.2264489913213447,0.4510545350528412,0.23878883673363077,0.20079574062640676,declining,0
C10192,0.19332252924152338,0.5606884113003241,0.16937184366621452,0.20183524394634683,0.12938817535108374,stable,0
C10193,0.527998244242248,0.440775545001651,0.5855906929708805,0.3152493028197453,0.17294255246922052,stable,0
C10194,0.2116743236728701,0.1110361821466814,0.5121586981183583,0.2165302325818309,0.09070803274766377,declining,0
C10195,0.4668764247400299,0.13521915949912144,0.5529045542869152,0.1940324822542467,0.1091624699117994,stable,0
C10196,0.18218623537078957,0.4299451778842325,0.5364694335623678,0.31055108155396527,0.11213926717593288,stable,0
C10197,0.17930839338811713,0.13768967393203602,0.564137607514481,0.15771032969254636,0.27240293323827375,stable,0
C10198,0.5179864730477021,0.11793697065579653,0.5268708951486685,0.08269147253609138,0.2642595451002691,stable,0
C10199,0.21469511137801836,0.12713604546609403,0.18091128081097407,0.14343953257145484,0.12862797879183313,declining,0
C10200,0.533191194728619,0.2198380834444878,0.5228783185292676,0.11130910478870418,0.15530919979723043,declining,0
C10201,0.1798244086955192,0.27983442629349514,0.5116553611288659,0.32994710995543314,0.18891303861487047,stable,1
C10202,0.3888291866918503,0.6283144861387695,0.2639814269698405,0.3773237634187241,0.1582658479788249,stable,1
C10203,0.43363065303481624,0.5790866612751746,0.5272592544772371,0.6079629155170555,0.27354510576560886,stable,1
C10204,0.17057573861252737,0.5399281179640221,0.551738313233139,0.3770187268315139,0.14080428925611302,declining,0
C10205,0.1978854047488997,0.06106961169721131,0.20228335343192855,0.11711333202579507,0.18724845562408138,improving,0
C10206,0.1940236066450034,0.1282072661522968,0.5100085778156284,0.6491059570527434,0.14327253426936357,stable,0
C10207,0.37955215136332704,0.08009129262166752,0.5082933451713042,0.44511048135304987,0.08198223502177993,stable,0
C10208,0.4417437851742356,0.49659172988625894,0.4561445187234284,0.44595704013885584,0.1846761876837131,stable,0
C10209,0.11372850950101632,0.5297232797988242,0.1384104027024789,0.5101055255236836,0.1632221696460285,stable,0
C10210,0.12536953695977918,0.08842765756408541,0.1790129552703785,0.2168452049386851,0.14657811658162426,declining,0
C10211,0.46725960489500834,0.20638341970896623,0.07319255323741149,0.21540362161721133,0.1200270389636558,stable,0
C10212,0.46591524870197615,0.21582396741098148,0.1446730485473554,0.15489270811325825,0.17780439303643958,stable,0
C10213,0.517151327599901,0.16144640795583756,0.20830422025986406,0.1535686798729343,0.18302308167597042,stable,0
C10214,0.2673337213936329,0.25400248883568555,0.19871787594102516,0.13392975678427255,0.17497968523237503,stable,0
C10215,0.2633820840899939,0.15165172073699157,0.16182432328809718,0.2085382846094018,0.13646517855764015,improving,0
C10216,0.4558959884394163,0.5184496185930049,0.49102200623034375,0.38486141218497355,0.1249328346552294,declining,0
C10217,0.1919041922017433,0.46713636080903526,0.10923057756654683,0.7320596468367475,0.1212237177048344,stable,0
C10218,0.3737248659520198,0.1371046175587093,0.03748921261678646,0.3746832655586016,0.06567374024669276,stable,0
C10219,0.2975087218235318,0.4679989073506892,0.14388529601089092,0.1931031879471057,0.22739796610931162,stable,0
C10220,0.16459908360914968,0.5118563149143847,0.482918158250934,0.280595608643864,0.12345420339823694,stable,0
C10221,0.095130672276133,0.4775606607916474,0.5440498942344162,0.47230176573368554,0.226798782097561,stable,0
C10222,0.6279604984073234,0.45143830818796843,0.52111462491566,0.2365630476308101,0.0687078790770074,stable,0
C10223,0.23671738537794873,0.5308269249267356,0.44156651380211526,0.2444153733097676,0.22542328422638183,stable,0
C10224,0.6778986743165568,0.17106949815994005,0.4921857343886679,0.15509035442783942,0.09325943755803509,improving,0
C10225,0.37188170183353786,0.18546693966961392,0.10576584500783448,0.17068140768829873,0.2646371556013406,stable,0
C10226,0.5416692354112714,0.1395483317316118,0.13883821370416347,0.20219856447153,0.03275122326962662,stable,0
C10227,0.14683358733823165,0.020515267929022724,0.16544646847844485,0.08496903757777635,0.1725934868877085,stable,0
C10228,0.25489707051744787,0.4576454777479657,0.09633083213110366,0.08206745175234412,0.15133562067303155,improving,0
C10229,0.27719394448108753,0.15751496525882908,0.4691884512538675,0.21589657467165074,0.16426637920546067,stable,0
C10230,0.1193633549794875,0.557713722396072,0.11630105373636555,0.16362429660639416,0.24290712500474365,declining,0
C10231,0.5071385320178985,0.4982596416809846,0.09437035462380225,0.40018685397007403,0.15822373582158814,improving,0
C10232,0.4458251469960396,0.20892525193094372,0.5571117265041841,0.14420925043614666,0.021705158310640432,declining,0
C10233,0.41603754965018885,0.14614506935415797,0.16905728367376768,0.12037256291426117,0.22848040008247578,declining,0
C10234,0.8274812959678606,0.14422245839534867,0.09729319802518181,0.35626424257414135,0.056395056099951796,stable,0
C10235,0.1307452735815844,0.24864134523746256,0.21451175746881057,0.3963438154071695,0.24574358971025595,declining,0
C10236,0.10952872056581826,0.12451300686873455,0.08111590746460302,0.27973535597180055,0.0704349616177722,stable,0
C10237,0.22652335775922722,0.44804597637467547,0.08487665486171853,0.40423508866165164,0.09246965028146256,stable,0
C10238,0.32552490707667087,0.17528998044685454,0.01,0.12569568270902748,0.2037213299652167,stable,0
C10239,0.3603273463445502,0.2633678942353658,0.18880772898941706,0.19115496204902346,0.14961396184446482,stable,0
C10240,0.04615407266665511,0.18376827701999274,0.15747244291699855,0.18644701019111654,0.1437728022962175,stable,0
C10241,0.4563567840541328,0.4627379389092128,0.1682960582429792,0.13546179141193093,0.16356237025676384,declining,0
C10242,0.6487302807906441,0.17306668890789143,0.4240153387464686,0.3097440331110956,0.1325653156284795,stable,0
C10243,0.14199803776877967,0.2563606683268953,0.1254942677588637,0.39027904579044526,0.17911522773696273,stable,0
C10244,0.21128464286660448,0.13542004850597947,0.4665449231522123,0.3201087094743718,0.1026817412914489,improving,0
C10245,0.12890196854133742,0.1621606040319508,0.11385897766353842,0.07046030625019845,0.11915160690735893,stable,0
C10246,0.15993865098157833,0.45605688340657213,0.53612879812198,0.28118311342652347,0.12161318888586276,declining,1
C10247,0.195388630039351,0.18432907605381366,0.4815298117522143,0.43875268979427506,0.1363291253496859,stable,1
C10248,0.6487401799355585,0.14514611538679548,0.4585984182424791,0.15435280832588366,0.24138204702637164,stable,1
C10249,0.41363033693791,0.43918066060884436,0.5742715906399029,0.28480021945659123,0.23534064419351397,stable,0
C10250,0.7130530407628634,0.1580439383579194,0.2361809548999716,0.33150660669739973,0.061353339931632875,declining,0
C10251,0.44726109330881236,0.05363782542509178,0.07275437054590851,0.09872625608948798,0.15793369550678826,stable,0
C10252,0.7430201240536658,0.5964603056282307,0.5522810292251625,0.3946511214469579,0.25202391782287237,stable,0
C10253,0.18904708122783845,0.21500609769080736,0.2910805798768746,0.36555518275392107,0.15064280116651793,stable,0
C10254,0.19300863560229103,0.19983547005704583,0.47552167437244436,0.3353338059105383,0.08761609306072388,stable,0
C10255,0.5009694872940996,0.13544544860990057,0.10425797058790139,0.2590396224917807,0.12008762665008449,stable,0
C10256,0.1934874192688292,0.19895468615523138,0.13180844169937098,0.08259172231789706,0.19374634468649304,stable,0
C10257,0.8284617624318812,0.18145519430529347,0.5525861294742284,0.5437809711808388,0.20832514351348733,declining,0
